reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,content_translated,content_case_folding
13d47e9c-eb44-4186-b57d-b7e0510f12e4,Jiji,https://play-lh.googleusercontent.com/a-/ALV-UjV2EKINjGNPIvgYDr2C9LQAVa24u6ccXEjijAOaiVkEn2VwXhtjNw,"Lemot, aplikasi error disangka pakai vpn padahal error",1,0,25.01.20.9,2025-02-28 16:43:54,"Hai, mohon maaf atas ketidaknyamannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor telepon yang terdaftar di Disney+ Hotstar, detail perangkat (merek, model, versi OS), versi aplikasi, nama penyedia internet, dan foto error yang dialami sehingga kami dapat membantu kamu. Terima kasih.",2025-03-01 09:33:48,25.01.20.9,"Slow, the application error is suspected of using VPN even though an error","slow, the application error is suspected of using vpn even though an error"
c1985b33-053d-4de2-8d60-3bb529058e88,Muhidin muhidin,https://play-lh.googleusercontent.com/a-/ALV-UjUOCrVbTo0UOlWiJI25Wky6r6g5ONpiD59W-cjcxGkKB50aavbn,"Mau download gak jadi, banyak komentar jelek.",1,0,24.02.26.7,2025-02-28 16:18:15,,,24.02.26.7,"Want to download it not, lots of bad comments.","want to download it not, lots of bad comments."
ada3949d-8759-467b-a6ba-f0129e30574e,Hannn,https://play-lh.googleusercontent.com/a-/ALV-UjU1IcfqBDHwmeToe0A2OP5dXS6M-0tXnR2lCDfkJNBA65tlNjA,"Pliss perbaiki lah apk ny, gw mau lanjut langganan krn ad film yg mau selesain, tpi klo rusak yaudah lah males, bete jg nanti gw nekat nyoba pas review ny lgi jelek nontonnya gk maksimal",1,0,,2025-02-28 15:08:25,"Hai Hannn, kami mohon maaf atas ketidaknyamanannya. Mohon informasikan kepada kami rincian kendala kamu melalui email di disneyplus.id@hotstar.com beserta nomor telepon yang terdaftar, merek, tipe & versi OS perangkat, versi Aplikasi Disney+ Hotstar, foto kendala, judul konten (season & episode), dan nama penyedia jaringan internet. Terima kasih.",2025-03-01 10:11:10,,"Pliss fix the apk, I want to continue the subscription because there is a film that wants to finish, but if it's broken, it's lazy, I'm also very desperate to try when the review is not bad watching it is not maximal","pliss fix the apk, i want to continue the subscription because there is a film that wants to finish, but if it's broken, it's lazy, i'm also very desperate to try when the review is not bad watching it is not maximal"
d6e4bbbe-085c-4a5b-aca6-3ee6d18b2f57,Pan ratna Pan ratna,https://play-lh.googleusercontent.com/a-/ALV-UjVTgIW_WLCjqM6mMUxkmztONu5r2p9NRKzneWEbZWCaiwM6EbwH,"udah selesai download pas disuruh masukin no telepon,nah pas udah dimasukin kok ga bisa login?please improve it more, i want to watch my favorite movie",1,0,25.01.20.9,2025-02-28 07:48:48,"Hai! Mohon maaf atas ketidaknyamannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor ponsel langganan kamu, detail perangkat (make / model), versi OS & versi aplikasi/web browser, dan tangkapan layar dari kendala yang dialami sehingga kami dapat membantu kamu. Terima kasih.",2025-03-01 09:41:02,25.01.20.9,"Already finished downloading when told to enter the phone number, well when I entered how come you can't log in? Please improve it more, I want to watch my favorite movie","already finished downloading when told to enter the phone number, well when i entered how come you can't log in? please improve it more, i want to watch my favorite movie"
a0736a49-b284-4e2c-baad-aa0956472466,agus_ darma1946,https://play-lh.googleusercontent.com/a/ACg8ocLLcTmADYI3yPr9N8ZY01IhOTWjUgK91fm2BMoXkIzckreBrQ=mo,Terbaik,5,0,,2025-02-28 07:19:26,,,,Best,best
800595b4-5ccb-4684-92cf-c150f64dcb3c,Mutiara atika,https://play-lh.googleusercontent.com/a-/ALV-UjUoeq6sLbPuXR2kG-NOVUxE1R6m92EraWizlmg4GZKnmarbfQ,"keren film filmnya, sangat worth it",5,0,,2025-02-27 16:47:41,,,,"cool movie, very worth it","cool movie, very worth it"
e2934101-cdb5-4135-a5b2-b13ae44111a9,Riza,https://play-lh.googleusercontent.com/a-/ALV-UjXkuuRNBZzDVZKLBO3tVdOGhDqwyKglfibbldlYX5CEdNCF04YO,Bad.,1,0,23.05.22.17,2025-02-27 16:10:53,,,23.05.22.17,Bad.,bad.
af62f8a6-10df-49c7-9cee-2e83397bdbd7,Habi Rahman,https://play-lh.googleusercontent.com/a/ACg8ocJXnfdX2H5q-KnGoYaH_2pUbrAzCF77z-6UdJSQgyTNGagIzQ=mo,Gj Kiran g bayar ternyata bayar,1,0,,2025-02-27 07:21:56,,,,Gj kiran g paid apparently pay,gj kiran g paid apparently pay
456420cf-f021-44b7-a686-f67b7b1df328,Bellgi_64,https://play-lh.googleusercontent.com/a-/ALV-UjVsZpJziHEpUzZhwOaTNYctgR_p46YfdulWAGMN9oL84BcV4sk,Netflix ga ada Lawan,1,0,,2025-02-27 02:19:46,,,,Netflix has no opponent,netflix has no opponent
70d0be6e-26b4-4b01-9a23-9849ca44af63,Kabayan Sabakota サバコタ,https://play-lh.googleusercontent.com/a-/ALV-UjUrJZD7qijHpKkd6X4G4wSkGjBNxmwCMJGlHzKYI0UYiPgvf9Q,"Punya saya kok gak mau muter film ny ya, padahal udah langganan sampe akhir 2026",1,0,25.01.20.9,2025-02-26 15:03:40,"Hai, Kami mohon maaf atas kendala yang dialami. Terkait dengan kendala saat menonton, silakan kirimkan rinciannya melalui email ke disneyplus.id@hotstar.com disertai dengan nomor telepon, merek/tipe & versi OS perangkat, versi aplikasi, foto dari kendala, judul konten, dan nama provider jaringan, agar dapat kami periksa. Terima kasih.",2025-02-27 08:54:33,25.01.20.9,"I don't want to turn around the movie, even though I have subscribed until the end of 2026","i don't want to turn around the movie, even though i have subscribed until the end of 2026"
39141609-abfd-4173-85d6-d3af18b24680,Nabila Bintang,https://play-lh.googleusercontent.com/a/ACg8ocKyay0Mnw_0AZcw0i324Eozw9rWHkyOFxhBk36v52CU6xIfLQ=mo,Bagus dan kalau boleh di cepat kan donlod nya y terimakasih,5,0,,2025-02-26 08:01:08,,,,"Good and if you may quickly download it, thank you","good and if you may quickly download it, thank you"
1a8e4400-7654-4218-9cfb-1e8b2ab3bc6d,Mbah Senin,https://play-lh.googleusercontent.com/a/ACg8ocLCNX8wqEweRK_jX55Wb4tWMEqqtMK2dmzDp2W4FN4G36-5bQ=mo,Aplikasi nya jelek banget g guna percuma download apk ini untuk login aj gak bisa mending g usah di download ini apk ngabisin kuota!!,1,0,,2025-02-26 06:08:58,"Hai, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek & model perangkat, versi OS, versi aplikasi Disney+ Hotstar, video pendek dari kendala, dan nama provider internet ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-02-26 07:47:56,,"The application is really bad, it's useless to download this apk to log in, it can't be able to download this apk to spend the quota !!","the application is really bad, it's useless to download this apk to log in, it can't be able to download this apk to spend the quota !!"
e07e7db7-2ebf-4d6e-9569-6a8920094c81,Maylan Mahmud,https://play-lh.googleusercontent.com/a/ACg8ocKPcXi_uuI6wLVTpvNI7dgzC322gFK-mKZRJFGwTXmtVLimxQ=mo,"cihh berbayar pula tu🙄 udah gabagus, JELEKKKKKK!!",1,1,25.01.20.9,2025-02-26 00:18:50,,,25.01.20.9,"Cih paid either, it's not good, ugly !!","cih paid either, it's not good, ugly !!"
7ce37006-1b05-4a4f-814e-7bd7db17dce3,Muhammad Zaelani,https://play-lh.googleusercontent.com/a/ACg8ocI-mlLAiOCcSo72F16j6Khfnl36RMXiaCNSabJdgruihO-X2w=mo,Sangat baik dan bagus,5,0,,2025-02-25 23:07:36,,,,Very good and good,very good and good
37b1068f-3ed6-4287-84a8-68b4f7b6cd46,Ages Fadillah,https://play-lh.googleusercontent.com/a/ACg8ocKzxdd7R-MKs4pHVCWksRrZ-coDCr00aeIqkrH9z-cJcRWceQ=mo,Dasar aplikasi ga berguna masa harus berlangganan dulu kalau mau nonton film nya buat kalian yang mau donglot lebih baik jangan pernah di donglot nih aplikasi,1,1,25.01.20.9,2025-02-25 09:40:54,,,25.01.20.9,"The basic application is useless then you have to subscribe first if you want to watch the movie for those of you who want donglot better, don't ever be donglot","the basic application is useless then you have to subscribe first if you want to watch the movie for those of you who want donglot better, don't ever be donglot"
2c308799-1e54-4366-a6b1-239c2f83b51c,Totok Danangdjojo,https://play-lh.googleusercontent.com/a/ACg8ocLEFsGL-8fbtIytF9SxI7HQze2a2nZLRoRQl6oo-icK--tWHg=mo,Semoga benar dan kenyataan adanya,4,0,,2025-02-25 06:14:43,,,,Hopefully true and reality,hopefully true and reality
8f9fcf94-172a-4392-8b0a-fd1376a7a903,Reni Kusrini,https://play-lh.googleusercontent.com/a-/ALV-UjXpRSy6G8AB2DxLsBsWdR_PHOZdrBRxo0Qp2jc9a0raORX6v9Y,"Ingin berhenti berlangganan tp tdk bs dibatalkan, sdh bbrp x hubungi CS tp tdk ada respon. Mohon secepatnya diproses utk pembatalan akun saya. Terimakasih",4,0,,2025-02-25 05:25:04,,,,"Want to stop subscribing but it can't be canceled, already some x contact CS but there is no response.Please processed as soon as possible for the cancellation of my account.Thank You","want to stop subscribing but it can't be canceled, already some x contact cs but there is no response.please processed as soon as possible for the cancellation of my account.thank you"
f9f207f0-d0b5-4f30-b3f6-0090cde7a95b,Reza Fatimatul Faizah,https://play-lh.googleusercontent.com/a-/ALV-UjVlCcV5jAg6upDF-5gHmrWIPNkzFUhnimJKOxi7ZGgQnshxSbo,sulit buat login,3,0,25.01.20.9,2025-02-24 15:06:25,"Hai, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek & model perangkat, versi OS, versi aplikasi, video pendek dari kendala, dan nama provider internet ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-02-25 09:21:44,25.01.20.9,Difficult to login,difficult to login
7340cc8f-3acf-4728-b2c2-98ad9a978dba,Soni Pridayanto,https://play-lh.googleusercontent.com/a/ACg8ocIYme9iKSR1cxTSFCLtCx57H9fmd2iMHk_E_jFv9j1JC3yp6w=mo,Susah berhenti langganan Sudah berhenti masih ditagih sejumlah Rp. 799.000,1,1,,2025-02-24 05:17:38,,,,"Difficult to stop subscribed to have stopped still billed in the amount of Rp.799,000","difficult to stop subscribed to have stopped still billed in the amount of rp.799,000"
ea0ad75a-79e7-4cf9-a36c-4bb84eef621e,Wisnu Purwosasongko,https://play-lh.googleusercontent.com/a-/ALV-UjUCMj4TYz5xkN2PvM2e-2XjFjNJ-o-QMoZXf-YCQOKVZmPx49tbvg,👍🏻,4,0,25.01.20.9,2025-02-24 03:38:57,,,25.01.20.9,👍🏻,👍🏻
20e103b1-b1cb-4e98-80c7-c51026bf3377,Bang Onan,https://play-lh.googleusercontent.com/a/ACg8ocLdado1RB882dw2yl-rML3GJorzzh7nYWXaibLVoZ5vQDggVw=mo,Bagus lah,5,0,,2025-02-23 22:36:52,,,,Good,good
14544e0f-ea97-4c0b-ab85-79f8699df9df,Clowy 123,https://play-lh.googleusercontent.com/a/ACg8ocI03Z0v7YTd-d9JzRHx0J7FcqWg5BPsE8k38sYztch4gWmOXQ=mo,😟😟😟😟,1,0,25.01.20.9,2025-02-23 15:09:17,,,25.01.20.9,😟😟😟😟,😟😟😟😟
baf3fe14-e147-48ed-b459-373d09603781,Jennyfer Putranto,https://play-lh.googleusercontent.com/a-/ALV-UjVDncmJIjoIzn6z-EffSxnrHN6g8Y4Wa9FXNQG-wisq1MNnNm_l,"Aplikasi streaming jelek, udh bayar langganan per bulan ga guna, berapa kali buffer trs, udh kdg sub title sama vidio ga selaras, gada suaranya, unduhan gabisa ditonton. Minta restart lah, ganti ke data/wifi,cek jaringan lah, jelas jelas gw cek jaringan lancar lanacr aja malah kenceng,logika nya gini ya kalau emang gw download vidio biar apa? Ya biar bisa ditonton offline, kalau harus nyalain data lagi ngapain gw download, klo gabisa diperbaikin mending gratisin aja tuh aplikasi, buang² duit aja",1,1,,2025-02-23 13:05:14,"Hai Jennyfer, kami mohon maaf atas ketidaknyamanannya. Mohon informasikan kepada kami rincian kendala kamu melalui email di disneyplus.id@hotstar.com beserta nomor telepon yang terdaftar, merek, tipe & versi OS perangkat, versi Aplikasi Disney+ Hotstar, foto kendala, judul konten (season & episode), dan nama penyedia jaringan internet. Terima kasih",2025-02-24 10:27:01,,"Poor streaming application, already paying subscriptions per month or not, how many times the buffer trs, already subtites with the video not in harmony, the sound of the sound, the download can't be watched.Ask to restart, replace it to data/wifi, check the network, obviously I check the network smoothly, even lanacr, instead, the logic is like this if I download the video so what?Yes so that you can watch offline, if you have to turn on the data again what do I download, if you can't improve it is better to free the application, just waste money","poor streaming application, already paying subscriptions per month or not, how many times the buffer trs, already subtites with the video not in harmony, the sound of the sound, the download can't be watched.ask to restart, replace it to data/wifi, check the network, obviously i check the network smoothly, even lanacr, instead, the logic is like this if i download the video so what?yes so that you can watch offline, if you have to turn on the data again what do i download, if you can't improve it is better to free the application, just waste money"
403c5122-6d1a-4362-9525-9ec60fabbe73,Raraa Rararara,https://play-lh.googleusercontent.com/a/ACg8ocKDzwFlPSqbP8m5-xaZTbPiemgn0lz2AxRH6jOvSC7z-Py2Mg=mo,gada gambar nya tpi ad suara ny udh di hps trs install lgi sma aj g ad gmbr ny knp y,1,0,25.01.20.9,2025-02-23 10:32:07,"Hai! Mohon maaf atas ketidaknyamannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor ponsel langganan kamu, detail perangkat (make/model), versi OS & versi aplikasi, nama konten dan tangkapan layar dari kendala yang dialami sehingga kami dapat membantu kamu. Terima kasih.",2025-02-24 07:34:44,25.01.20.9,the picture is the picture but there is a sound on the hps then install it again,the picture is the picture but there is a sound on the hps then install it again
48c4a04d-128a-45ae-974d-3712b5950a12,Al prid,https://play-lh.googleusercontent.com/a-/ALV-UjUpO-M1pUZJOetPVxhQ0NkfDfNNNUD-sFeYnyR29y-Vqn3ev8OXbQ,Cooler...,5,0,25.01.20.9,2025-02-23 09:11:22,,,25.01.20.9,Cooler ...,cooler ...
c8a1a54f-aea3-4033-b86e-64d922cf4292,Who's Cha?,https://play-lh.googleusercontent.com/a-/ALV-UjXTONXwR7hZm31NJHc8TOW1X3kciVXqvApEhcjgyS0hzhUTUyFD,"aplikasinya gimana si dodol, masa gua masuk kaga bisa daftar? padahal itu nomer udah bener, aplikasi rusak rusak",1,0,25.01.20.9,2025-02-23 05:32:50,"Hai, kami mengerti atas ketidaknyamanannya. Mohon kirimkan rinciannya ke email disneyplus.id@hotstar.com disertai nomor telepon kamu yang terdaftar di Disney+ Hotstar, merek, model, dan versi OS perangkat, versi aplikasi Disney+ Hotstar, foto/video pendek kendala, dan nama provider internet kamu untuk bantuan lebih lanjut. Terima kasih.",2025-02-23 09:49:41,25.01.20.9,"What is the application, how can I register?even though it's the number is correct, the application is damaged","what is the application, how can i register?even though it's the number is correct, the application is damaged"
d0939f2d-7c89-47e3-a012-885ee99273ed,Joko Setiadi,https://play-lh.googleusercontent.com/a/ACg8ocKTqOyCaC2M9hgiLa51XZlv1IYdphfP-18XixKJgv9xtKfXZDM=mo,bagus tapi bayar,4,0,25.01.20.9,2025-02-22 12:44:16,,,25.01.20.9,good but pay,good but pay
56bd7e1e-fa63-4e8c-b2b1-dba54b78a19d,Afiq Setiawan,https://play-lh.googleusercontent.com/a/ACg8ocLHF7-vI8GOi0CAHOPR_mxdom1UCuPzUfPQDTmcdJbRq1aFPw=mo,Aplikasi gaje,1,0,25.01.20.9,2025-02-22 07:43:28,,,25.01.20.9,GAJE application,gaje application
0a4b07e9-28fc-4378-82b5-bc4fd19b643e,Jumboy Genk,https://play-lh.googleusercontent.com/a-/ALV-UjWGmQbqEU-bUOm3jotltg9B2YCVrANGLAbB9vqCKnt6thJ7Tqs,Aplikasi terkutuk tidak bisa masuk sama sekali,1,0,,2025-02-22 07:37:05,"Hai Jumboy, kami mengerti atas ketidaknyamanannya. Mohon kirimkan rinciannya ke email disneyplus.id@hotstar.com disertai nomor telepon kamu yang terdaftar di Disney+ Hotstar, merek, model, dan versi OS perangkat, versi aplikasi Disney+ Hotstar, foto/video pendek kendala, dan nama provider internet kamu untuk bantuan lebih lanjut. Terima kasih.",2025-02-22 07:57:18,,The cursed application cannot enter at all,the cursed application cannot enter at all
5fe329ed-3682-4065-bef0-5e9a2c16c9e7,Irwan Nauli,https://play-lh.googleusercontent.com/a-/ALV-UjXCKDG6lImb3bHfzCz1tIdROHcFfT1SJIhdiQ4ZFrmxFW-PC7k2,Gk bisa masuk,1,0,,2025-02-22 07:16:06,"Hai Irwan, kami mengerti atas ketidaknyamanannya. Mohon kirimkan rinciannya ke email disneyplus.id@hotstar.com disertai nomor telepon kamu yang terdaftar di Disney+ Hotstar, merek, model, dan versi OS perangkat, versi aplikasi Disney+ Hotstar, foto/video pendek kendala, dan nama provider internet kamu untuk bantuan lebih lanjut. Terima kasih.",2025-02-22 07:56:16,,Can't enter,can't enter
ffe262bc-327f-4b7a-a200-8f9a841fdf1c,Tika Zulfi,https://play-lh.googleusercontent.com/a-/ALV-UjUyaSn28yypWc_FITba95i6GKKB7jyg-QBjZuZbjpavh_yjQhs5,"Kenapa ga bisa masuk, koneksi error padahal sy tidak memakai proxy/VPN lainya, mohon bantuannya dan solusinya.",2,0,,2025-02-21 14:33:31,"Hai, Terkait dengan kendala saat log in, silakan kirimkan rinciannya melalui email ke disneyplus.id@hotstar.com disertai dengan nomor telepon, merek/tipe & versi OS perangkat, versi aplikasi, foto dari kendala, dan nama provider jaringan, agar dapat kami periksa. Terima kasih.",2025-02-22 09:31:24,,"Why can't I enter, an error connection even though I don't use other proxy/VPN, please help and the solution.","why can't i enter, an error connection even though i don't use other proxy/vpn, please help and the solution."
47040217-3630-4496-ba03-89dfffaee10b,Yudi Wibowo,https://play-lh.googleusercontent.com/a-/ALV-UjX38WF9tB5q5lsdbYyW82LlnwXyh4KOw1X3_IVurgtmvsW3SdO0-w,sering gangguan,5,0,25.01.20.9,2025-02-21 13:12:55,,,25.01.20.9,often disturbance,often disturbance
43d8f42c-b50c-470b-83e5-6be8bff70469,tike meilani,https://play-lh.googleusercontent.com/a-/ALV-UjXL25WHRQRBsZf7ti2quOs2l8YrL6iY8xhMfhBqH3sHIkJosNAH,"susah log in nya,apk buruk",1,0,,2025-02-21 12:01:44,"Hai! Kami mohon maaf atas ketidaknyamanannya. Agar kami dapat membantu melakukan pemeriksaan, mohon email ke disneyplus.id@hotstar.com disertai dengan nomor telepon yang terdaftar di Disney+ Hotstar, merek, tipe & versi OS perangkat, versi Aplikasi Disney+ Hotstar, foto kendala, dan nama provider jaringan internet yang di gunakan. Terima kasih.",2025-02-22 09:40:32,,"hard to log in, bad apk","hard to log in, bad apk"
7f58fc9d-bb4c-4073-a982-0b75f16f5228,Cupong Alpha,https://play-lh.googleusercontent.com/a/ACg8ocKGKPRTF6iX4KJBDi5QiCV51i6v0LVrszqxQxBBYaoTqmOZ=mo,"Ini aplikasi kenapa ya. Buat melanjutkan nonton visual nya nggak ada , tapi voice dan durasinya berjalan dengan baik. Sebelumnya baik"" saja , baru 3 hari saya instal & nonton. Apakah bug atau sengaja di batasi dari developernya.?",5,42,25.01.20.9,2025-02-21 09:47:09,"Hai Cupong, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, model perangkat, versi OS, versi aplikasi Disney+ Hotstar, video pendek dari kendala, nama konten & nama provider ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-02-21 09:44:39,25.01.20.9,"This is the application why.To continue watching visuals, there is no visual, but the voice and duration go well.Previously good ""only, only 3 days I installed & watched. Is the bug or deliberately limited from the developer?","this is the application why.to continue watching visuals, there is no visual, but the voice and duration go well.previously good ""only, only 3 days i installed & watched. is the bug or deliberately limited from the developer?"
e2ccf6ff-2702-474f-b8f1-92dfa5a869fa,Edris Setiawan,https://play-lh.googleusercontent.com/a/ACg8ocIDyV1rhXuRxIdYlQCcwpLCU5_N0Xy4h5XgxoU3v1BRb69V2eAS=mo,Great apk!,5,0,,2025-02-21 07:46:00,,,,Great Apk!,great apk!
